,X,Y
0,2500.0,2500.0
1,301.7807335978632,2095.9126843780355
2,4019.8848257702984,1866.5884848021037
3,3697.718693711684,4803.887734150728
4,2537.71206351668,2131.8324246480565
5,953.9893002762585,4456.498901591513
6,2489.883506994429,418.2830720400957
7,4010.0424229128034,2665.22400636311
8,3027.8078912819587,4043.344449099713
9,1172.5548264515667,237.3102619771048
10,3879.7608725186983,555.1157307192145
11,990.3851969241807,3423.1637807075626
12,4648.068331950462,4725.292007984256
13,2196.0136417510803,3437.722485505543
14,1790.9603520421501,4739.538040918002
15,363.99797496993097,437.57453100707335
16,3196.92275518658,1425.3157715100733
17,4626.894255891635,719.6880782350968
18,1361.0765260450814,1395.4960580001164
19,4680.849856232024,3014.953703221974
20,4139.289706740629,4194.357968474743
21,3434.7752073146735,2782.8386336524973
22,367.0246330441987,3230.008366329417
23,1811.4738710357362,2097.960889375469
24,2481.180619549745,2706.9797914995847
25,1123.5954591415543,2291.4355731396004
26,3910.4134195366732,1240.7135566991192
27,762.6032708688715,1689.919749872302
28,430.95154653082864,3922.9517179482527
29,2157.2340495658163,1434.9717020899627
30,4740.4733954323765,1422.035917513711
31,1870.5793769643315,592.664637264369
32,2281.5009322330716,4131.009247072011
33,3344.573650484101,2046.7422294092398
34,352.7375982544986,2700.1789324219353
35,4643.608080238018,3793.723329477636
36,3184.1418536506953,310.0364433905106
37,3714.8226320420213,3522.5549961766496
38,2820.6925633621913,4650.990756048852
39,997.8608622578997,872.1027348733335
40,2945.673566024556,3263.2687276603056
41,1459.8190257108913,2951.685772648203
42,282.37928632117337,1263.7534898592867
43,1560.540681288216,3930.6710745691626
44,4616.626343554628,2134.490487586878
45,4521.100344289109,191.52854297050453
46,3569.026765721211,4286.361534022176
47,312.16015608760745,4756.446101961588
48,2604.973758293178,1139.6724731305783
