X,Y,Z
2728.3403205917466,1470.9377758304086,16.12653932876403
1661.082473202121,4319.44143909266,23.232713171340638
598.5943086302937,2736.4465305017893,5.751421549648312
4237.765637314287,2359.619682177524,39.00289961301089
3667.431035850591,658.1051105971931,5.937830599987542
326.9594970169543,3186.262349897683,6.2625706448470835
987.4252521508586,1863.5707424261861,32.43487486573335
1816.6349357237143,1120.222982395877,8.244290881659293
3956.582290261691,3269.942983395017,30.530962054851372
1932.8612663260114,3348.005557285581,16.91212282862007
3009.109527680136,2914.4676011294864,30.84059360687046
487.4719729768484,3139.5628220539675,43.61492711556688
3686.261547792993,1711.3053240393483,20.089051326315065
2317.213803307468,1167.945653954794,12.376258020951328
125.05837956652998,2210.1942416949323,9.001703745564603
2141.3016924353365,3822.454876959664,15.744978352246392
2100.1716703654356,156.26329211502753,17.203059151040005
1848.202075359964,3718.933454852517,16.877864229702617
4306.769630259229,4821.404886931995,24.869361823862974
4808.506974118589,1221.0944898255443,20.55930997152754
3665.6916170708755,3149.873314838208,17.915249479222666
1979.820859936765,4877.9833165565615,20.690125732369175
4796.425908071598,447.6560468193508,22.606317650146536
1258.05764622267,4466.726606366798,31.774011614761704
4199.137568688647,1309.7401619807636,11.95066430600258
4354.573991067677,3923.6927497485676,20.77279874785314
459.9387670733579,2963.635168978362,24.70676133213314
4051.728853516167,4239.640121380297,37.21611649937474
36.43148691553022,2436.0129594078967,17.51322327527756
1706.746993812941,1666.0844459913787,27.32338970333646
3050.1308280668063,3919.032600129616,24.093851445104622
4606.558801930502,3293.9023273023827,13.212179085973442
3930.9810919281676,487.1321823506087,5.006414955623856
2287.2472340775544,209.68983861205493,31.50031707432457
3791.472164964778,2014.7057930999313,9.446475446953775
4829.897864109042,4878.832081745985,28.020967170514204
3731.995558642864,655.9830902346048,19.964977945973313
3105.580054407792,436.58427359810184,44.287467451715436
4921.169137919404,2378.4032889997466,20.595260660024994
3269.7364214356435,2279.4379587186527,3.9937113544937524
4343.975138760669,1446.8107739987895,7.7653946727986085
2333.298033668467,2497.1537330896663,23.865176168301986
2481.4943108096754,2801.4165824119937,27.245968998423407
2482.063544277547,196.43705513006205,18.473661418270137
1046.516743091091,1691.355706402961,14.513196695780945
4749.125365329062,1553.0037740207388,31.193155446831234
3308.0158659435533,2353.2170052754545,15.87224814545217
1826.9115088666372,4874.675058306377,13.5935143450167
3309.1389172222207,1846.9766090640305,43.09055107185374
1712.4186675800188,4734.672555423462,16.27060349195017
2818.1406080352854,3297.1432278504203,18.536167710453824
4561.199166854541,3641.27135767477,4.277244585416658
4052.3139601210737,2682.142885559653,26.123705079068895
3122.1988219847262,2843.7708353043404,23.146543870562752
2680.8697248323874,4023.432436905546,13.69749335908266
4131.426743286113,220.84608673214103,29.244250685011124
2447.8295245862546,250.73559043535477,7.659467336517209
2547.750411867755,3291.593720090269,39.09828390113237
1231.4070779700633,3529.3704152377413,31.582959155439717
1066.567756926508,4528.759140371975,31.967644088024105
3796.887809671013,2037.607791684202,25.821891161416026
3727.731320856697,2009.1884677094517,15.021141895795537
2401.892540455534,3651.8610578229573,18.71293501213456
3044.556471800809,1350.0773018614516,25.527236137530124
2682.006125924635,2586.58439994238,16.892381386546397
4946.374548067697,576.2779170670557,50.79922137213602
1856.4014069520886,2465.4426068383514,5.661155583625333
1091.74351052446,1084.9893550061695,6.488118493321942
1288.1507576537538,1065.5746330642762,23.118465478348426
1382.2139765449929,2969.9722359374155,12.147572234291195
1922.2483652550693,3781.898385606751,24.290451023859823
2595.778323811692,2767.9514807354326,18.278048904554073
3925.039178182487,4665.804929603527,10.742638100141912
2369.1948817190414,2562.9560722119477,29.094583271160996
1363.2959556341063,1691.9270977225915,11.26695020174448
2927.439532824199,1994.2445163852353,22.658116266976847
2282.963623946329,1963.8239882050634,9.204145120879254
1647.2981804426695,798.7254004280264,5.900823891571944
1810.7751360738434,428.73808817347367,13.52594004753994
3220.24734193732,4395.953406298041,31.559455839103844
4711.928932627489,3091.215352791408,9.246264766344378
4071.2673969875955,2353.849459356422,18.803079528687157
3073.282962987152,2114.689189218947,25.5926388600859
1762.1717740979525,217.59727167416088,5.557474146919503
4701.878353614665,2998.9375833117488,27.8837420393782
3208.8115916784523,270.95335832968914,29.833099568984938
4091.473957570548,4200.522876898939,18.273716601871236
4888.877285698797,880.3420732481054,15.801798862415714
4538.1385515182465,2061.6580227769505,29.910055874452
3375.1582097753126,1171.6664371210477,26.00975866209463
218.16411839101767,945.207304124468,22.84496071273277
4199.886875866956,2970.47135978499,16.677582206629967
829.3586082709569,4632.203748934684,20.102611503196833
2527.736108320033,761.1797165537232,10.764489882401937
3635.4156076730287,4412.520972941597,29.33907928017179
4542.373764644809,1266.4345117960597,12.26598378436619
2539.143547534823,3628.9943936331438,33.029857464897304
